complaint_id,filed_time,fraud_type,amount,victim_district
CYB-2026-10695,2026-09-05T02:45:00,Investment Fraud,5000,Mumbai City
CYB-2026-10696,2026-09-22T16:53:00,Job Fraud,75000,Jaipur
CYB-2026-10697,2026-09-11T10:44:00,Romance Scam,2000,Patna
CYB-2026-10698,2026-09-28T06:09:00,Romance Scam,15000,Mumbai City
CYB-2026-10699,2026-09-02T21:52:00,Loan-App Fraud,48000,Surat
CYB-2026-10700,2026-09-04T22:56:00,SIM-Swap,5000,Bhopal
CYB-2026-10701,2026-09-03T00:39:00,OTP Fraud,75000,Kochi
CYB-2026-10702,2026-09-13T14:07:00,Investment Fraud,250000,Lucknow
CYB-2026-10703,2026-09-15T17:00:00,OTP Fraud,75000,Bengaluru Urban
CYB-2026-10704,2026-09-22T13:56:00,Job Fraud,8000,Mumbai City
CYB-2026-10705,2026-09-12T20:15:00,Romance Scam,250000,Indore
CYB-2026-10706,2026-09-22T19:05:00,SIM-Swap,15000,Bengaluru Urban
CYB-2026-10707,2026-09-15T23:10:00,OTP Fraud,5000,South Delhi
CYB-2026-10708,2026-09-18T10:07:00,Romance Scam,75000,Kochi
CYB-2026-10709,2026-09-06T17:20:00,SIM-Swap,250000,Bhopal
CYB-2026-10710,2026-09-01T17:39:00,SIM-Swap,15000,Chandigarh
CYB-2026-10711,2026-09-23T00:54:00,SIM-Swap,75000,South Delhi
CYB-2026-10712,2026-09-26T01:55:00,SIM-Swap,5000,South Delhi
CYB-2026-10713,2026-09-05T16:28:00,Investment Fraud,250000,Kolkata
CYB-2026-10714,2026-09-07T23:07:00,Job Fraud,25000,Mumbai City
CYB-2026-10715,2026-09-06T14:34:00,Investment Fraud,48000,Chandigarh
CYB-2026-10716,2026-09-15T09:08:00,Loan-App Fraud,2000,Patna
CYB-2026-10717,2026-09-27T14:05:00,Investment Fraud,48000,Ahmedabad
CYB-2026-10718,2026-09-24T18:44:00,OTP Fraud,8000,Kochi
CYB-2026-10719,2026-09-08T11:23:00,OTP Fraud,75000,Kochi
CYB-2026-10720,2026-09-21T01:06:00,Job Fraud,75000,Kochi
CYB-2026-10721,2026-09-06T03:48:00,Job Fraud,75000,Bhopal
CYB-2026-10722,2026-09-05T08:44:00,OTP Fraud,25000,Pune
CYB-2026-10723,2026-09-12T09:18:00,SIM-Swap,8000,Indore
CYB-2026-10724,2026-09-18T21:20:00,OTP Fraud,8000,Lucknow
CYB-2026-10725,2026-09-27T22:32:00,SIM-Swap,2000,Chennai
CYB-2026-10726,2026-09-24T00:04:00,Loan-App Fraud,15000,South Delhi
CYB-2026-10727,2026-09-09T10:04:00,Romance Scam,8000,Patna
CYB-2026-10728,2026-09-15T00:54:00,OTP Fraud,75000,Kolkata
CYB-2026-10729,2026-09-25T10:46:00,Romance Scam,75000,Mumbai City
CYB-2026-10730,2026-09-17T22:58:00,Romance Scam,2000,Nagpur
CYB-2026-10731,2026-09-25T10:17:00,OTP Fraud,75000,Chennai
CYB-2026-10732,2026-09-25T01:51:00,Loan-App Fraud,120000,South Delhi
CYB-2026-10733,2026-09-19T11:42:00,Romance Scam,2000,Bengaluru Urban
CYB-2026-10734,2026-09-13T18:08:00,Romance Scam,8000,Kolkata
CYB-2026-10735,2026-09-16T00:33:00,SIM-Swap,15000,Mumbai City
CYB-2026-10736,2026-09-21T11:23:00,Investment Fraud,8000,Chandigarh
CYB-2026-10737,2026-09-27T20:54:00,Job Fraud,8000,Nagpur
CYB-2026-10738,2026-09-05T15:55:00,OTP Fraud,75000,Hyderabad
CYB-2026-10739,2026-09-20T06:45:00,Loan-App Fraud,25000,Lucknow
CYB-2026-10740,2026-09-19T10:57:00,Loan-App Fraud,25000,Central Delhi
CYB-2026-10741,2026-09-04T21:56:00,Job Fraud,75000,Central Delhi
CYB-2026-10742,2026-09-22T02:00:00,Loan-App Fraud,48000,Chennai
CYB-2026-10743,2026-09-21T10:35:00,Job Fraud,15000,Bengaluru Urban
CYB-2026-10744,2026-09-19T17:50:00,SIM-Swap,250000,Kochi
CYB-2026-10745,2026-09-03T23:18:00,Romance Scam,25000,Patna
CYB-2026-10746,2026-09-10T19:28:00,Romance Scam,25000,Mumbai Suburban
CYB-2026-10747,2026-09-07T14:56:00,OTP Fraud,8000,Guwahati
CYB-2026-10748,2026-09-07T02:24:00,SIM-Swap,8000,Nagpur
CYB-2026-10749,2026-09-19T17:17:00,Job Fraud,120000,Nagpur
CYB-2026-10750,2026-09-30T18:12:00,Romance Scam,8000,Guwahati
CYB-2026-10751,2026-09-30T07:33:00,Job Fraud,2000,Guwahati
CYB-2026-10752,2026-09-25T17:20:00,Job Fraud,5000,South Delhi
CYB-2026-10753,2026-09-03T01:56:00,Loan-App Fraud,25000,Indore
CYB-2026-10754,2026-09-10T04:32:00,OTP Fraud,120000,Mumbai Suburban
CYB-2026-10755,2026-09-22T00:21:00,Job Fraud,2000,Kolkata
CYB-2026-10756,2026-09-26T19:03:00,SIM-Swap,250000,Jaipur
CYB-2026-10757,2026-09-16T20:01:00,Romance Scam,250000,Bengaluru Urban
CYB-2026-10758,2026-09-10T19:41:00,Job Fraud,8000,Lucknow
CYB-2026-10759,2026-09-28T08:08:00,SIM-Swap,75000,Kolkata
CYB-2026-10760,2026-09-21T17:12:00,Investment Fraud,25000,Bhopal
CYB-2026-10761,2026-09-26T15:33:00,Investment Fraud,250000,Hyderabad
CYB-2026-10762,2026-09-23T09:58:00,SIM-Swap,15000,Kolkata
CYB-2026-10763,2026-09-20T01:57:00,SIM-Swap,8000,Pune
CYB-2026-10764,2026-09-15T12:55:00,OTP Fraud,48000,Chandigarh
CYB-2026-10765,2026-09-02T07:16:00,Job Fraud,8000,Mumbai Suburban
CYB-2026-10766,2026-09-14T02:43:00,Romance Scam,48000,Mumbai City
CYB-2026-10767,2026-09-30T17:36:00,Loan-App Fraud,48000,Chandigarh
CYB-2026-10768,2026-09-10T08:48:00,SIM-Swap,48000,Surat
CYB-2026-10769,2026-09-16T03:40:00,OTP Fraud,48000,Chennai
CYB-2026-10770,2026-09-06T20:28:00,Romance Scam,75000,Central Delhi
CYB-2026-10771,2026-09-24T18:09:00,SIM-Swap,5000,Bengaluru Urban
CYB-2026-10772,2026-09-17T15:03:00,Job Fraud,120000,Kolkata
CYB-2026-10773,2026-09-05T02:14:00,SIM-Swap,75000,Kochi
CYB-2026-10774,2026-09-07T15:09:00,Loan-App Fraud,120000,South Delhi
CYB-2026-10775,2026-09-09T12:22:00,SIM-Swap,48000,Mumbai Suburban
CYB-2026-10776,2026-09-02T13:07:00,Investment Fraud,120000,South Delhi
CYB-2026-10777,2026-09-01T06:47:00,SIM-Swap,25000,Kochi
CYB-2026-10778,2026-09-10T04:23:00,Job Fraud,8000,Chennai
CYB-2026-10779,2026-09-28T03:17:00,Romance Scam,250000,Guwahati
CYB-2026-10780,2026-09-08T14:49:00,Loan-App Fraud,75000,Lucknow
CYB-2026-10781,2026-09-13T23:04:00,OTP Fraud,250000,Lucknow
CYB-2026-10782,2026-09-20T15:52:00,Investment Fraud,2000,Indore
CYB-2026-10783,2026-09-10T02:51:00,Job Fraud,8000,Chennai
CYB-2026-10784,2026-09-17T18:07:00,Job Fraud,250000,Chennai
CYB-2026-10785,2026-09-03T11:25:00,Investment Fraud,75000,Jaipur
CYB-2026-10786,2026-09-19T01:20:00,Loan-App Fraud,8000,Bhopal
CYB-2026-10787,2026-09-24T22:39:00,OTP Fraud,25000,Guwahati
CYB-2026-10788,2026-09-21T22:17:00,Job Fraud,8000,Mumbai City
CYB-2026-10789,2026-09-28T16:58:00,SIM-Swap,48000,Chennai
CYB-2026-10790,2026-09-20T08:21:00,Investment Fraud,25000,Ahmedabad
CYB-2026-10791,2026-09-05T17:40:00,SIM-Swap,5000,Mumbai Suburban
CYB-2026-10792,2026-09-25T00:59:00,Job Fraud,2000,Patna
CYB-2026-10793,2026-09-16T21:47:00,SIM-Swap,48000,Chennai
CYB-2026-10794,2026-09-19T12:20:00,SIM-Swap,48000,Bengaluru Urban
CYB-2026-10795,2026-09-23T21:04:00,Job Fraud,8000,Patna
CYB-2026-10796,2026-09-09T21:18:00,OTP Fraud,25000,Guwahati
CYB-2026-10797,2026-09-17T08:26:00,Job Fraud,75000,Pune
CYB-2026-10798,2026-09-23T18:07:00,OTP Fraud,15000,Chennai
CYB-2026-10799,2026-09-20T02:46:00,Romance Scam,250000,Indore
CYB-2026-10800,2026-09-07T08:54:00,SIM-Swap,48000,Chennai
CYB-2026-10801,2026-09-30T14:28:00,SIM-Swap,250000,Chennai
CYB-2026-10802,2026-09-03T20:51:00,SIM-Swap,48000,Kochi
CYB-2026-10803,2026-09-19T06:48:00,Loan-App Fraud,15000,Chandigarh
CYB-2026-10804,2026-09-29T04:29:00,OTP Fraud,5000,Guwahati
CYB-2026-10805,2026-09-27T08:57:00,Romance Scam,75000,Bhopal
CYB-2026-10806,2026-09-30T01:24:00,SIM-Swap,5000,Lucknow
CYB-2026-10807,2026-09-18T18:15:00,Investment Fraud,25000,Central Delhi
CYB-2026-10808,2026-09-25T17:11:00,OTP Fraud,5000,Jaipur
CYB-2026-10809,2026-09-26T11:37:00,OTP Fraud,5000,Lucknow
CYB-2026-10810,2026-09-28T03:40:00,Romance Scam,5000,Guwahati
CYB-2026-10811,2026-09-19T15:32:00,Romance Scam,75000,Patna
CYB-2026-10812,2026-09-15T05:27:00,OTP Fraud,250000,Bengaluru Urban
CYB-2026-10813,2026-09-18T03:02:00,Job Fraud,2000,Hyderabad
CYB-2026-10814,2026-09-01T23:01:00,Job Fraud,2000,Patna
CYB-2026-10815,2026-09-19T13:02:00,Investment Fraud,2000,Pune
CYB-2026-10816,2026-09-23T11:15:00,Loan-App Fraud,25000,Nagpur
CYB-2026-10817,2026-09-04T06:38:00,Romance Scam,8000,Indore
CYB-2026-10818,2026-09-05T04:29:00,Loan-App Fraud,250000,Kochi
CYB-2026-10819,2026-09-21T02:10:00,Loan-App Fraud,48000,Chandigarh
CYB-2026-10820,2026-09-16T18:50:00,Loan-App Fraud,25000,Bengaluru Urban
CYB-2026-10821,2026-09-12T10:27:00,OTP Fraud,250000,Jaipur
CYB-2026-10822,2026-09-08T23:35:00,SIM-Swap,48000,Ahmedabad
CYB-2026-10823,2026-09-11T11:14:00,OTP Fraud,2000,Surat
CYB-2026-10824,2026-09-16T22:59:00,Investment Fraud,120000,Kochi
CYB-2026-10825,2026-09-19T22:14:00,Romance Scam,250000,Chennai
CYB-2026-10826,2026-09-07T07:23:00,Romance Scam,250000,Hyderabad
CYB-2026-10827,2026-09-07T16:22:00,Romance Scam,120000,Mumbai Suburban
CYB-2026-10828,2026-09-30T10:24:00,Loan-App Fraud,75000,Surat
CYB-2026-10829,2026-09-02T20:33:00,SIM-Swap,5000,Mumbai City
CYB-2026-10830,2026-09-17T18:25:00,OTP Fraud,48000,Surat
CYB-2026-10831,2026-09-19T21:28:00,Job Fraud,8000,Indore
CYB-2026-10832,2026-09-09T00:11:00,Romance Scam,2000,Surat
CYB-2026-10833,2026-09-10T05:19:00,OTP Fraud,48000,Jaipur
CYB-2026-10834,2026-09-24T22:27:00,Investment Fraud,2000,Kochi
CYB-2026-10835,2026-09-01T17:39:00,Job Fraud,2000,Jaipur
CYB-2026-10836,2026-09-07T06:33:00,Investment Fraud,48000,Kolkata
CYB-2026-10837,2026-09-05T05:26:00,Loan-App Fraud,5000,Central Delhi
CYB-2026-10838,2026-09-07T13:30:00,SIM-Swap,15000,Mumbai City
CYB-2026-10839,2026-09-29T17:09:00,Investment Fraud,250000,Hyderabad
CYB-2026-10840,2026-09-06T21:27:00,Loan-App Fraud,5000,Hyderabad
CYB-2026-10841,2026-09-12T04:59:00,Investment Fraud,250000,Central Delhi
CYB-2026-10842,2026-09-27T03:43:00,OTP Fraud,25000,Lucknow
CYB-2026-10843,2026-09-19T21:32:00,Investment Fraud,120000,Chandigarh
CYB-2026-10844,2026-09-09T02:43:00,Romance Scam,8000,Surat
CYB-2026-10845,2026-09-13T21:17:00,Job Fraud,15000,Hyderabad
CYB-2026-10846,2026-09-22T22:41:00,Investment Fraud,25000,Pune
CYB-2026-10847,2026-09-16T18:34:00,Investment Fraud,48000,Pune
CYB-2026-10848,2026-09-10T02:18:00,SIM-Swap,8000,Lucknow
CYB-2026-10849,2026-09-24T12:06:00,Investment Fraud,5000,Patna
CYB-2026-10850,2026-09-30T01:28:00,Loan-App Fraud,2000,Lucknow
CYB-2026-10851,2026-09-04T00:09:00,SIM-Swap,15000,Guwahati
CYB-2026-10852,2026-09-20T10:18:00,SIM-Swap,5000,Ahmedabad
CYB-2026-10853,2026-09-28T20:30:00,SIM-Swap,120000,Jaipur
CYB-2026-10854,2026-09-18T07:37:00,SIM-Swap,250000,Central Delhi
CYB-2026-10855,2026-09-07T06:02:00,SIM-Swap,120000,Mumbai City
CYB-2026-10856,2026-09-16T21:16:00,Romance Scam,5000,Kochi
CYB-2026-10857,2026-09-26T15:08:00,SIM-Swap,2000,South Delhi
CYB-2026-10858,2026-09-19T06:19:00,SIM-Swap,2000,Guwahati
CYB-2026-10859,2026-09-04T22:03:00,SIM-Swap,48000,Guwahati
CYB-2026-10860,2026-09-08T12:36:00,Romance Scam,15000,Nagpur
CYB-2026-10861,2026-09-10T08:36:00,Loan-App Fraud,25000,Hyderabad
CYB-2026-10862,2026-09-18T22:25:00,SIM-Swap,48000,Chandigarh
CYB-2026-10863,2026-09-02T16:04:00,OTP Fraud,2000,Central Delhi
CYB-2026-10864,2026-09-18T05:13:00,SIM-Swap,5000,Kolkata
CYB-2026-10865,2026-09-05T04:02:00,OTP Fraud,15000,Chandigarh
CYB-2026-10866,2026-09-20T00:28:00,Romance Scam,8000,Central Delhi
CYB-2026-10867,2026-09-03T06:11:00,SIM-Swap,75000,Indore
CYB-2026-10868,2026-09-26T07:51:00,Investment Fraud,250000,Pune
CYB-2026-10869,2026-09-16T09:30:00,Loan-App Fraud,48000,Chandigarh
CYB-2026-10870,2026-09-06T08:12:00,Romance Scam,250000,Indore
CYB-2026-10871,2026-09-26T05:03:00,Investment Fraud,75000,Guwahati
CYB-2026-10872,2026-09-10T18:33:00,Investment Fraud,250000,Mumbai Suburban
CYB-2026-10873,2026-09-16T20:49:00,Investment Fraud,75000,Ahmedabad
CYB-2026-10874,2026-09-25T18:45:00,Romance Scam,5000,Bhopal
CYB-2026-10875,2026-09-29T23:32:00,SIM-Swap,5000,Chandigarh
CYB-2026-10876,2026-09-02T12:50:00,SIM-Swap,250000,Chandigarh
CYB-2026-10877,2026-09-27T21:41:00,Investment Fraud,5000,Guwahati
CYB-2026-10878,2026-09-09T06:55:00,SIM-Swap,75000,South Delhi
CYB-2026-10879,2026-09-17T22:30:00,Romance Scam,75000,Central Delhi
CYB-2026-10880,2026-09-07T12:12:00,Loan-App Fraud,5000,Central Delhi
CYB-2026-10881,2026-09-03T01:25:00,Job Fraud,15000,Hyderabad
CYB-2026-10882,2026-09-13T08:25:00,SIM-Swap,250000,Central Delhi
CYB-2026-10883,2026-09-09T02:19:00,OTP Fraud,75000,Indore
CYB-2026-10884,2026-09-29T18:47:00,Loan-App Fraud,75000,Ahmedabad
CYB-2026-10885,2026-09-21T17:19:00,Romance Scam,15000,Pune
CYB-2026-10886,2026-09-05T02:40:00,Job Fraud,8000,South Delhi
CYB-2026-10887,2026-09-24T12:37:00,Romance Scam,120000,Patna
CYB-2026-10888,2026-09-12T03:30:00,Investment Fraud,15000,Ahmedabad
CYB-2026-10889,2026-09-27T17:25:00,Romance Scam,250000,Bengaluru Urban
CYB-2026-10890,2026-09-13T13:43:00,SIM-Swap,120000,Indore
CYB-2026-10891,2026-09-23T18:43:00,Investment Fraud,120000,Indore
CYB-2026-10892,2026-09-13T11:10:00,Job Fraud,8000,Mumbai Suburban
CYB-2026-10893,2026-09-26T09:36:00,Investment Fraud,48000,Chennai
CYB-2026-10894,2026-09-23T09:07:00,Investment Fraud,5000,Mumbai Suburban
CYB-2026-10895,2026-09-10T23:04:00,Romance Scam,15000,Mumbai Suburban
CYB-2026-10896,2026-09-23T14:52:00,SIM-Swap,75000,Guwahati
CYB-2026-10897,2026-09-11T04:02:00,Loan-App Fraud,48000,Ahmedabad
CYB-2026-10898,2026-09-17T14:41:00,Investment Fraud,75000,Central Delhi
CYB-2026-10899,2026-09-17T20:12:00,Romance Scam,2000,Chennai
CYB-2026-10900,2026-09-13T22:12:00,Romance Scam,8000,Chennai
CYB-2026-10901,2026-09-28T16:14:00,Loan-App Fraud,5000,Mumbai City
CYB-2026-10902,2026-09-12T10:18:00,Loan-App Fraud,2000,Lucknow
CYB-2026-10903,2026-09-28T23:09:00,Loan-App Fraud,48000,Surat
CYB-2026-10904,2026-09-19T05:27:00,Romance Scam,250000,Indore
CYB-2026-10905,2026-09-14T19:58:00,Investment Fraud,5000,Nagpur
CYB-2026-10906,2026-09-21T05:32:00,Loan-App Fraud,25000,Kochi
CYB-2026-10907,2026-09-30T23:43:00,Romance Scam,75000,Mumbai City
CYB-2026-10908,2026-09-19T14:38:00,Romance Scam,48000,Nagpur
CYB-2026-10909,2026-09-24T06:37:00,Job Fraud,5000,Pune
CYB-2026-10910,2026-09-03T03:45:00,Loan-App Fraud,2000,Jaipur
CYB-2026-10911,2026-09-02T22:55:00,Loan-App Fraud,25000,Kochi
CYB-2026-10912,2026-09-22T14:11:00,Investment Fraud,25000,Surat
CYB-2026-10913,2026-09-03T14:01:00,Romance Scam,25000,Kolkata
CYB-2026-10914,2026-09-19T10:44:00,SIM-Swap,75000,Surat
CYB-2026-10915,2026-09-02T15:25:00,Romance Scam,48000,Ahmedabad
CYB-2026-10916,2026-09-08T11:52:00,Investment Fraud,48000,Surat
CYB-2026-10917,2026-09-17T12:12:00,SIM-Swap,5000,South Delhi
CYB-2026-10918,2026-09-08T23:36:00,Loan-App Fraud,75000,Kochi
CYB-2026-10919,2026-09-24T16:23:00,SIM-Swap,5000,Kochi
CYB-2026-10920,2026-09-15T04:40:00,Job Fraud,25000,Patna
CYB-2026-10921,2026-09-07T23:18:00,OTP Fraud,5000,Chandigarh
CYB-2026-10922,2026-09-30T13:45:00,OTP Fraud,250000,Surat
CYB-2026-10923,2026-09-18T23:30:00,Investment Fraud,8000,Kochi
CYB-2026-10924,2026-09-07T23:50:00,Investment Fraud,2000,Pune
CYB-2026-10925,2026-09-24T01:18:00,Romance Scam,15000,Hyderabad
CYB-2026-10926,2026-09-25T18:30:00,Investment Fraud,120000,South Delhi
CYB-2026-10927,2026-09-27T15:02:00,SIM-Swap,25000,Patna
CYB-2026-10928,2026-09-20T05:12:00,Job Fraud,2000,Guwahati
CYB-2026-10929,2026-09-26T18:29:00,Romance Scam,48000,Bengaluru Urban
CYB-2026-10930,2026-09-15T08:02:00,Investment Fraud,250000,Indore
CYB-2026-10931,2026-09-05T10:31:00,Investment Fraud,48000,Bengaluru Urban
CYB-2026-10932,2026-09-05T23:07:00,Romance Scam,250000,Patna
CYB-2026-10933,2026-09-18T00:54:00,SIM-Swap,15000,South Delhi
CYB-2026-10934,2026-09-15T14:14:00,OTP Fraud,120000,Mumbai City
CYB-2026-10935,2026-09-06T16:48:00,Investment Fraud,2000,Lucknow
CYB-2026-10936,2026-09-25T09:57:00,OTP Fraud,48000,Mumbai City
CYB-2026-10937,2026-09-06T09:50:00,Investment Fraud,5000,Kolkata
CYB-2026-10938,2026-10-01T04:36:00,Job Fraud,25000,Mumbai Suburban
CYB-2026-10939,2026-09-01T10:22:00,Job Fraud,5000,Kochi
CYB-2026-10940,2026-09-04T23:34:00,Loan-App Fraud,48000,Bengaluru Urban
CYB-2026-10941,2026-09-24T10:42:00,SIM-Swap,15000,Bhopal
CYB-2026-10942,2026-09-20T19:22:00,OTP Fraud,15000,Nagpur
CYB-2026-10943,2026-09-20T08:59:00,OTP Fraud,25000,Nagpur
CYB-2026-10944,2026-09-03T08:51:00,Loan-App Fraud,5000,Patna
CYB-2026-10945,2026-09-07T19:42:00,Romance Scam,8000,Mumbai Suburban
CYB-2026-10946,2026-09-13T17:10:00,Romance Scam,75000,South Delhi
CYB-2026-10947,2026-09-01T21:02:00,Romance Scam,120000,Guwahati
CYB-2026-10948,2026-09-21T04:33:00,Loan-App Fraud,8000,Central Delhi
CYB-2026-10949,2026-10-01T05:01:00,Investment Fraud,250000,Jaipur
CYB-2026-10950,2026-09-06T04:28:00,Loan-App Fraud,25000,Bhopal
CYB-2026-10951,2026-09-25T11:37:00,Loan-App Fraud,48000,Kochi
CYB-2026-10952,2026-09-04T13:18:00,SIM-Swap,5000,Indore
CYB-2026-10953,2026-09-10T18:22:00,Romance Scam,5000,Lucknow
CYB-2026-10954,2026-09-01T12:56:00,SIM-Swap,120000,Hyderabad
CYB-2026-10955,2026-09-02T11:22:00,Loan-App Fraud,5000,Surat
CYB-2026-10956,2026-09-04T00:55:00,Romance Scam,120000,Chennai
CYB-2026-10957,2026-09-20T09:08:00,SIM-Swap,5000,Mumbai City
CYB-2026-10958,2026-09-26T12:12:00,SIM-Swap,250000,Surat
CYB-2026-10959,2026-09-02T03:52:00,SIM-Swap,15000,Patna
CYB-2026-10960,2026-09-26T17:44:00,OTP Fraud,120000,Patna
CYB-2026-10961,2026-09-12T05:46:00,OTP Fraud,250000,Indore
CYB-2026-10962,2026-09-10T14:14:00,Romance Scam,8000,Chennai
CYB-2026-10963,2026-09-02T08:26:00,OTP Fraud,2000,Mumbai City
CYB-2026-10964,2026-09-02T10:13:00,Job Fraud,8000,Ahmedabad
CYB-2026-10965,2026-09-23T14:27:00,Investment Fraud,250000,Mumbai City
CYB-2026-10966,2026-09-13T03:23:00,SIM-Swap,15000,Patna
CYB-2026-10967,2026-09-24T12:53:00,Investment Fraud,15000,Lucknow
CYB-2026-10968,2026-09-02T00:33:00,Investment Fraud,250000,Bengaluru Urban
CYB-2026-10969,2026-09-09T07:49:00,SIM-Swap,250000,Kochi
CYB-2026-10970,2026-09-07T16:33:00,OTP Fraud,75000,Nagpur
CYB-2026-10971,2026-09-20T20:38:00,Job Fraud,15000,Mumbai Suburban
CYB-2026-10972,2026-09-14T11:25:00,Investment Fraud,2000,Bengaluru Urban
CYB-2026-10973,2026-09-24T05:49:00,Job Fraud,2000,Chennai
CYB-2026-10974,2026-09-30T08:02:00,Investment Fraud,2000,Jaipur
CYB-2026-10975,2026-09-05T13:18:00,OTP Fraud,120000,Guwahati
CYB-2026-10976,2026-09-15T22:49:00,SIM-Swap,15000,South Delhi
CYB-2026-10977,2026-09-26T09:31:00,Romance Scam,250000,Central Delhi
CYB-2026-10978,2026-09-01T20:19:00,Job Fraud,15000,Patna
CYB-2026-10979,2026-09-29T00:00:00,Investment Fraud,48000,Pune
CYB-2026-10980,2026-09-10T02:40:00,Romance Scam,8000,Bengaluru Urban
CYB-2026-10981,2026-09-14T15:04:00,SIM-Swap,8000,Guwahati
CYB-2026-10982,2026-09-05T14:50:00,SIM-Swap,5000,Pune
CYB-2026-10983,2026-09-02T11:47:00,OTP Fraud,75000,Pune
CYB-2026-10984,2026-09-23T08:10:00,OTP Fraud,120000,Bhopal
CYB-2026-10985,2026-09-25T06:30:00,OTP Fraud,120000,Hyderabad
CYB-2026-10986,2026-09-02T01:43:00,SIM-Swap,2000,Guwahati
CYB-2026-10987,2026-09-27T07:38:00,Job Fraud,75000,Nagpur
CYB-2026-10988,2026-09-07T22:29:00,Loan-App Fraud,48000,Surat
CYB-2026-10989,2026-09-20T19:32:00,Loan-App Fraud,75000,Surat
CYB-2026-10990,2026-09-30T11:09:00,OTP Fraud,120000,Bengaluru Urban
CYB-2026-10991,2026-09-30T20:10:00,Investment Fraud,15000,Guwahati
CYB-2026-10992,2026-09-02T14:42:00,Investment Fraud,250000,Pune
CYB-2026-10993,2026-09-07T21:09:00,SIM-Swap,15000,Guwahati
CYB-2026-10994,2026-09-29T17:48:00,Investment Fraud,2000,Central Delhi
CYB-2026-10995,2026-09-10T01:10:00,SIM-Swap,48000,Central Delhi
CYB-2026-10996,2026-09-15T21:02:00,SIM-Swap,2000,Chandigarh
CYB-2026-10997,2026-09-13T23:36:00,SIM-Swap,25000,Central Delhi
CYB-2026-10998,2026-09-16T22:20:00,Loan-App Fraud,2000,Indore
CYB-2026-10999,2026-09-25T12:45:00,Job Fraud,25000,Mumbai City
CYB-2026-11000,2026-09-16T22:32:00,Loan-App Fraud,75000,Mumbai Suburban
CYB-2026-11001,2026-09-23T19:29:00,Romance Scam,250000,Surat
CYB-2026-11002,2026-09-24T11:20:00,Investment Fraud,2000,Mumbai Suburban
CYB-2026-11003,2026-09-01T21:18:00,OTP Fraud,8000,Mumbai City
CYB-2026-11004,2026-09-11T19:00:00,Romance Scam,250000,Chennai
CYB-2026-11005,2026-09-30T05:23:00,SIM-Swap,75000,Patna
CYB-2026-11006,2026-09-01T22:53:00,Loan-App Fraud,48000,Central Delhi
CYB-2026-11007,2026-09-06T00:34:00,Romance Scam,25000,Patna
CYB-2026-11008,2026-09-07T00:34:00,Loan-App Fraud,2000,Lucknow
CYB-2026-11009,2026-09-07T03:58:00,SIM-Swap,25000,Nagpur
CYB-2026-11010,2026-09-05T10:07:00,Romance Scam,48000,Bengaluru Urban
CYB-2026-11011,2026-09-04T03:20:00,Job Fraud,120000,Kochi
CYB-2026-11012,2026-09-02T23:42:00,SIM-Swap,250000,Lucknow
CYB-2026-11013,2026-09-19T00:09:00,Investment Fraud,75000,Nagpur
CYB-2026-11014,2026-09-29T01:47:00,Investment Fraud,25000,Bengaluru Urban
CYB-2026-11015,2026-09-09T08:18:00,Romance Scam,48000,Patna
CYB-2026-11016,2026-09-06T02:00:00,Job Fraud,250000,Patna
CYB-2026-11017,2026-09-14T07:48:00,Romance Scam,25000,Chennai
CYB-2026-11018,2026-09-24T23:39:00,Loan-App Fraud,48000,Surat
CYB-2026-11019,2026-09-10T10:57:00,Investment Fraud,5000,Hyderabad
CYB-2026-11020,2026-09-22T00:45:00,Loan-App Fraud,75000,Nagpur
CYB-2026-11021,2026-09-25T05:23:00,Job Fraud,250000,Ahmedabad
CYB-2026-11022,2026-09-25T18:38:00,Romance Scam,120000,Kolkata
CYB-2026-11023,2026-09-14T08:36:00,Job Fraud,8000,Guwahati
CYB-2026-11024,2026-09-03T01:02:00,OTP Fraud,2000,Pune
CYB-2026-11025,2026-09-02T18:54:00,Romance Scam,250000,Hyderabad
CYB-2026-11026,2026-09-14T13:40:00,Romance Scam,75000,Pune
CYB-2026-11027,2026-09-01T13:44:00,SIM-Swap,25000,Nagpur
CYB-2026-11028,2026-09-22T07:55:00,Job Fraud,48000,Central Delhi
CYB-2026-11029,2026-09-07T10:11:00,Romance Scam,75000,Pune
CYB-2026-11030,2026-09-22T01:20:00,OTP Fraud,15000,Hyderabad
CYB-2026-11031,2026-09-29T05:32:00,Job Fraud,15000,Bhopal
CYB-2026-11032,2026-09-26T07:27:00,Job Fraud,8000,Chennai
CYB-2026-11033,2026-09-20T06:25:00,Investment Fraud,5000,Kochi
CYB-2026-11034,2026-09-21T05:16:00,Job Fraud,2000,Bengaluru Urban
CYB-2026-11035,2026-09-24T20:49:00,Job Fraud,15000,Pune
CYB-2026-11036,2026-09-13T07:47:00,OTP Fraud,250000,Kochi
CYB-2026-11037,2026-09-03T02:10:00,OTP Fraud,15000,Central Delhi
CYB-2026-11038,2026-09-05T12:12:00,Job Fraud,2000,Pune
CYB-2026-11039,2026-09-10T19:49:00,OTP Fraud,120000,Mumbai City
CYB-2026-11040,2026-09-22T04:49:00,SIM-Swap,75000,Chandigarh
CYB-2026-11041,2026-09-06T18:07:00,OTP Fraud,2000,Chandigarh
CYB-2026-11042,2026-09-18T13:22:00,Romance Scam,48000,Hyderabad
